Index	Wastewater Treatment Plant	County	Date	Population Served	Viral Gene Copies Per Person	Viral Gene Copies/L
3,292	Marion	Mcdowell	5/9/2023	8,459	2,391,323	8,415
3,293	Marion	Mcdowell	5/4/2023	8,459	5,619,759	13,331
3,294	Marion	Mcdowell	5/2/2023	8,459	6,087,259	15,199
3,295	Marion	Mcdowell	4/27/2023	8,459	2,438,317	0
3,296	Marion	Mcdowell	4/25/2023	8,459	9,009,002	30,689
3,297	Marion	Mcdowell	4/20/2023	8,459	4,335,134	10,394
3,298	Marion	Mcdowell	4/18/2023	8,459	5,949,871	14,070
3,299	Marion	Mcdowell	4/13/2023	8,459	829,075	0
3,300	Marion	Mcdowell	4/11/2023	8,459	2,363,480	8,252
3,301	Marion	Mcdowell	4/6/2023	8,459	111,684	0
3,302	Marion	Mcdowell	4/4/2023	8,459	12,800,645	26,243
3,303	Marion	Mcdowell	3/30/2023	8,459	2,000,992	5,323
3,304	Marion	Mcdowell	3/28/2023	8,459	4,013,410	13,386
3,305	Marion	Mcdowell	3/23/2023	8,459	78,445	0
3,306	Marion	Mcdowell	3/21/2023	8,459	788,997	3,148
3,307	Marion	Mcdowell	3/16/2023	8,459	475,234	0
3,308	Marion	Mcdowell	3/14/2023	8,459	147,582	0
3,309	Marion	Mcdowell	3/9/2023	8,459	920,812	2,121
3,310	Marion	Mcdowell	3/7/2023	8,459	2,014,610	5,772
3,311	Marion	Mcdowell	3/2/2023	8,459	1,232,918	4,373
3,312	Marion	Mcdowell	2/28/2023	8,459	5,372,852	17,656
3,313	Marion	Mcdowell	2/23/2023	8,459	11,783,607	28,314
3,314	Marion	Mcdowell	2/21/2023	8,459	2,340,798	11,225
3,315	Marion	Mcdowell	2/16/2023	8,459	2,767,507	6,600
3,316	Marion	Mcdowell	2/14/2023	8,459	10,065,658	14,138
3,317	Marion	Mcdowell	2/9/2023	8,459	3,504,627	8,124
3,318	Marion	Mcdowell	2/7/2023	8,459	4,398,188	12,748
3,319	Marion	Mcdowell	2/2/2023	8,459	3,841,210	8,768
3,320	Marion	Mcdowell	1/24/2023	8,459	13,000,810	41,503
3,321	Marion	Mcdowell	1/19/2023	8,459	6,985,440	13,229
3,322	Marion	Mcdowell	1/12/2023	8,459	2,964,158	6,624
3,323	Marion	Mcdowell	1/10/2023	8,459	5,629,010	19,352
3,324	Marion	Mcdowell	1/5/2023	8,459	14,272,812	27,260
3,325	Marion	Mcdowell	12/29/2022	8,459	7,823,588	23,949
3,326	Marion	Mcdowell	12/22/2022	8,459	25,192,763	57,446
3,327	Marion	Mcdowell	12/20/2022	8,459	26,208,358	83,666
3,328	Marion	Mcdowell	12/15/2022	8,459	7,176,634	19,799
3,329	Marion	Mcdowell	12/13/2022	8,459	13,050,583	64,807
3,330	Marion	Mcdowell	12/8/2022	8,459	7,570,590	19,445
3,331	Marion	Mcdowell	12/6/2022	8,459	17,044,968	51,472
3,332	Marion	Mcdowell	12/1/2022	8,459	23,959,002	25,495
3,333	Marion	Mcdowell	11/29/2022	8,459	56,448,855	157,678
3,334	Marion	Mcdowell	11/24/2022	8,459	86,680,958	236,220
3,335	Marion	Mcdowell	11/22/2022	8,459	130,283,590	368,527
3,336	Marion	Mcdowell	11/17/2022	8,459	5,307,401	10,782
3,337	Marion	Mcdowell	11/10/2022	8,459	793,940	0
3,338	Marion	Mcdowell	11/8/2022	8,459	4,008,113	13,780
3,339	Marion	Mcdowell	11/3/2022	8,459	750,480	3,354
3,340	Marion	Mcdowell	11/1/2022	8,459	1,997,367	3,571
3,341	Marion	Mcdowell	10/27/2022	8,459	520,759	0
3,342	Marion	Mcdowell	10/25/2022	8,459	869,188	0
3,343	Marion	Mcdowell	10/20/2022	8,459	8,488,703	23,419
3,344	Marion	Mcdowell	10/18/2022	8,459	8,195,883	23,785
3,345	Marion	Mcdowell	10/13/2022	8,459	1,066,122	0
3,346	Marion	Mcdowell	10/11/2022	8,459	13,813,112	35,892
3,347	Marion	Mcdowell	10/6/2022	8,459	9,970,100	24,483
3,348	Marion	Mcdowell	10/4/2022	8,459	5,956,810	18,748
3,349	Marion	Mcdowell	9/29/2022	8,459	7,944,392	23,056
3,350	Marion	Mcdowell	9/27/2022	8,459	5,974,630	16,086
3,351	Marion	Mcdowell	9/22/2022	8,459	5,590,949	16,658
3,352	Marion	Mcdowell	9/20/2022	8,459	3,536,218	13,624
3,353	Marion	Mcdowell	9/15/2022	8,459	15,832,390	40,204
3,354	Marion	Mcdowell	9/13/2022	8,459	9,732,632	24,999
3,355	Marion	Mcdowell	9/8/2022	8,459	6,978,607	15,289
3,356	Marion	Mcdowell	9/6/2022	8,459	11,865,000	23,056
3,357	Marion	Mcdowell	9/1/2022	8,459	8,372,745	21,506
3,358	Marion	Mcdowell	8/30/2022	8,459	4,619,906	19,442
3,359	Marion	Mcdowell	8/25/2022	8,459	5,129,752	20,767
3,360	Marion	Mcdowell	8/23/2022	8,459	35,740,178	128,817
3,361	Marion	Mcdowell	8/18/2022	8,459	7,280,405	25,824
3,362	Marion	Mcdowell	8/16/2022	8,459	7,774,687	27,577
3,363	Marion	Mcdowell	8/11/2022	8,459	16,593,021	50,794
3,364	Marion	Mcdowell	8/9/2022	8,459	3,733,590	13,905
3,365	Marion	Mcdowell	8/4/2022	8,459	10,296,044	28,405
3,366	Marion	Mcdowell	8/2/2022	8,459	11,476,736	19,881
3,367	Marion	Mcdowell	7/28/2022	8,459	12,978,337	29,295
3,368	Marion	Mcdowell	7/26/2022	8,459	9,096,697	19,736
3,369	Marion	Mcdowell	7/21/2022	8,459	4,424,327	10,518
3,370	Marion	Mcdowell	7/19/2022	8,459	1,741,366	3,742
3,371	Marion	Mcdowell	7/14/2022	8,459	12,124,293	33,449
3,372	Marion	Mcdowell	7/12/2022	8,459	9,477,909	20,171
3,373	Marion	Mcdowell	7/7/2022	8,459	6,470,790	16,432
3,374	Marion	Mcdowell	7/5/2022	8,459	15,940,516	41,420
3,375	Marion	Mcdowell	6/30/2022	8,459	19,581,063	25,440
3,376	Marion	Mcdowell	6/29/2022	8,459	8,760,805	23,875
3,377	Marion	Mcdowell	6/23/2022	8,459	7,619,942	14,309
3,378	Marion	Mcdowell	6/21/2022	8,459	6,943,719	24,245
3,379	Marion	Mcdowell	6/16/2022	8,459	11,034,526	25,686
3,380	Marion	Mcdowell	6/14/2022	8,459	8,617,546	20,486
3,381	Marion	Mcdowell	6/9/2022	8,459	606,426	0
3,382	Marion	Mcdowell	6/7/2022	8,459	4,590,640	14,248
3,383	Marion	Mcdowell	6/2/2022	8,459	6,436,522	23,199
3,384	Marion	Mcdowell	5/31/2022	8,459	3,262,273	9,000
3,385	Marion	Mcdowell	5/26/2022	8,459	6,323,609	13,991
3,386	Marion	Mcdowell	5/24/2022	8,459	10,901,060	33,833
3,387	Marion	Mcdowell	5/19/2022	8,459	4,326,129	13,243
3,388	Marion	Mcdowell	5/17/2022	8,459	6,546,428	18,755
3,389	Marion	Mcdowell	5/12/2022	8,459	6,516,966	22,065
3,390	Marion	Mcdowell	5/10/2022	8,459	4,799,539	16,008
3,391	Marion	Mcdowell	5/5/2022	8,459	7,831,974	16,057
3,392	Marion	Mcdowell	5/3/2022	8,459	5,588,410	10,954
3,393	Marion	Mcdowell	4/28/2022	8,459	1,234,176	3,491
3,394	Marion	Mcdowell	4/26/2022	8,459	1,161,561	3,708
3,395	Marion	Mcdowell	4/21/2022	8,459	252,922	0
3,396	Marion	Mcdowell	4/19/2022	8,459	3,575,523	8,500
3,397	Marion	Mcdowell	4/14/2022	8,459	114,343	0
3,398	Marion	Mcdowell	4/12/2022	8,459	93,070	0
3,399	Marion	Mcdowell	4/7/2022	8,459	130,298	0
3,400	Marion	Mcdowell	4/5/2022	8,459	111,684	0
3,401	Marion	Mcdowell	3/31/2022	8,459	111,684	0
3,402	Marion	Mcdowell	3/29/2022	8,459	1,056,957	5,624
3,403	Marion	Mcdowell	3/24/2022	8,459	107,695	0
3,404	Marion	Mcdowell	3/22/2022	8,459	91,740	0
3,405	Marion	Mcdowell	3/17/2022	8,459	235,678	0
3,406	Marion	Mcdowell	3/15/2022	8,459	372,625	0
3,407	Marion	Mcdowell	3/10/2022	8,459	563,567	0
3,408	Marion	Mcdowell	3/8/2022	8,459	357,099	0
3,409	Marion	Mcdowell	3/3/2022	8,459	3,946,125	9,186
3,410	Marion	Mcdowell	3/1/2022	8,459	5,955,607	10,909
3,411	Marion	Mcdowell	2/22/2022	8,459	17,825,331	56,905
3,412	Marion	Mcdowell	2/17/2022	8,459	19,186,211	60,386
3,413	Marion	Mcdowell	2/15/2022	8,459	11,324,944	47,749
3,414	Marion	Mcdowell	2/10/2022	8,459	12,674,002	47,203
3,415	Marion	Mcdowell	2/8/2022	8,459	36,022,936	96,986
3,416	Marion	Mcdowell	2/3/2022	8,459	24,153,048	79,373
3,417	Marion	Mcdowell	2/1/2022	8,459	14,755,487	42,822
3,418	Marion	Mcdowell	1/27/2022	8,459	127,502,671	303,109
3,419	Marion	Mcdowell	1/25/2022	8,459	89,485,843	259,699
3,420	Marion	Mcdowell	1/20/2022	8,459	363,111,198	1,027,117
3,421	Marion	Mcdowell	1/13/2022	8,459	94,949,335	321,481
3,422	Marion	Mcdowell	1/11/2022	8,459	79,214,274	276,586
3,423	Marion	Mcdowell	1/6/2022	8,459	31,664,717	87,357
3,424	Marion	Mcdowell	12/30/2021	8,459	150,253,896	313,797
3,425	Marion	Mcdowell	12/23/2021	8,459	5,698,643	19,007
3,426	Marion	Mcdowell	12/21/2021	8,459	5,536,893	22,913
3,427	Marion	Mcdowell	12/16/2021	8,459	5,455,368	17,170
3,428	Marion	Mcdowell	12/14/2021	8,459	4,606,028	15,835
3,429	Marion	Mcdowell	12/9/2021	8,459	5,497,792	18,615
3,430	Marion	Mcdowell	12/7/2021	8,459	4,253,366	13,775
3,431	Marion	Mcdowell	12/2/2021	8,459	2,615,114	9,131
3,432	Marion	Mcdowell	11/30/2021	8,459	214,244	0
3,433	Marion	Mcdowell	11/23/2021	8,459	2,896,789	9,117
3,434	Marion	Mcdowell	11/18/2021	8,459	3,214,883	9,708
3,435	Marion	Mcdowell	11/16/2021	8,459	4,345,966	13,488
3,436	Marion	Mcdowell	11/11/2021	8,459	1,163,362	4,062
3,437	Marion	Mcdowell	11/9/2021	8,459	844,815	2,622
3,438	Marion	Mcdowell	11/4/2021	8,459	1,462,318	4,416
3,439	Marion	Mcdowell	11/2/2021	8,459	189,907	0
3,440	Marion	Mcdowell	10/28/2021	8,459	99,718	0
3,441	Marion	Mcdowell	10/26/2021	8,459	98,388	0
3,442	Marion	Mcdowell	10/21/2021	8,459	1,733,328	4,724
3,443	Marion	Mcdowell	10/19/2021	8,459	10,283,262	29,843
3,444	Marion	Mcdowell	10/14/2021	8,459	8,346,799	13,323
3,445	Marion	Mcdowell	10/12/2021	8,459	3,423,314	6,538
3,446	Marion	Mcdowell	10/7/2021	8,459	3,841,988	9,539
3,447	Marion	Mcdowell	10/5/2021	8,459	4,004,576	11,473
3,448	Marion	Mcdowell	9/30/2021	8,459	6,284,822	16,523
3,449	Marion	Mcdowell	9/28/2021	8,459	14,472,435	39,440
3,450	Marion	Mcdowell	9/23/2021	8,459	28,903,978	46,136
3,451	Marion	Mcdowell	9/21/2021	8,459	28,218,041	67,082
3,452	Marion	Mcdowell	9/16/2021	8,459	15,581,571	34,819
3,453	Marion	Mcdowell	9/14/2021	8,459	17,955,141	40,123
3,454	Marion	Mcdowell	9/9/2021	8,459	14,969,884	45,206
3,455	Marion	Mcdowell	9/7/2021	8,459	26,839,072	82,158
3,456	Marion	Mcdowell	9/2/2021	8,459	83,787,326	164,241
3,457	Marion	Mcdowell	8/31/2021	8,459	38,976,139	111,664
3,458	Marion	Mcdowell	8/26/2021	8,459	22,142,021	53,782
3,459	Marion	Mcdowell	8/24/2021	8,459	13,919,621	30,199
3,460	Marion	Mcdowell	8/19/2021	8,459	19,128,198	10,607
3,461	Marion	Mcdowell	8/17/2021	8,459	58,701,697	74,958
3,462	Marion	Mcdowell	8/12/2021	8,459	23,092,152	47,342
3,463	Marion	Mcdowell	8/10/2021	8,459	45,034,793	76,240
3,464	Marion	Mcdowell	8/5/2021	8,459	4,139,826	8,646
3,465	Marion	Mcdowell	8/3/2021	8,459	3,711,821	10,368
3,466	Marion	Mcdowell	7/29/2021	8,459	2,652,345	5,868
3,467	Marion	Mcdowell	7/27/2021	8,459	57,905,407	129,398
3,468	Marion	Mcdowell	7/22/2021	8,459	123,650	0
3,469	Marion	Mcdowell	7/20/2021	8,459	168,856	0
3,470	Marion	Mcdowell	7/15/2021	8,459	101,047	0
3,471	Marion	Mcdowell	7/13/2021	8,459	850,249	2,500
3,472	Marion	Mcdowell	7/8/2021	8,459	1,615,474	4,750
3,473	Marion	Mcdowell	7/6/2021	8,459	19,413,321	63,147
3,474	Marion	Mcdowell	7/1/2021	8,459	1,307,968	3,897
3,475	Marion	Mcdowell	6/29/2021	8,459	361,293	0
3,476	Marion	Mcdowell	6/24/2021	8,459	70,467	0
3,477	Marion	Mcdowell	6/22/2021	8,459	3,731,278	17,371
3,478	Marion	Mcdowell	6/17/2021	8,459	892,333	4,243
3,479	Mount Airy (CDC Contract)	Surry	5/16/2023	10,000	108,676,988	163,122
3,480	Mount Airy (CDC Contract)	Surry	5/11/2023	10,000	134,709,308	223,815
3,481	Mount Airy (CDC Contract)	Surry	5/9/2023	10,000	77,549,194	119,803
3,482	Mount Airy (CDC Contract)	Surry	2/14/2023	10,000	646,744,810	465,538
3,483	Mount Airy (CDC Contract)	Surry	2/9/2023	10,000	447,161,931	742,944
3,484	Mount Airy (CDC Contract)	Surry	2/7/2023	10,000	221,441,846	332,380
3,485	Mount Airy (CDC Contract)	Surry	2/2/2023	10,000	1,075,953,368	1,291,990
3,486	Mount Airy (CDC Contract)	Surry	1/31/2023	10,000	693,329,590	958,947
3,487	Mount Airy (CDC Contract)	Surry	1/26/2023	10,000	1,060,812,810	915,810
3,488	Mount Airy (CDC Contract)	Surry	1/24/2023	10,000	554,472,039	721,559
3,489	Mount Airy (CDC Contract)	Surry	1/19/2023	10,000	704,097,467	1,068,985
3,490	Mount Airy (CDC Contract)	Surry	1/17/2023	10,000	688,148,312	1,082,084
3,491	Mount Airy (CDC Contract)	Surry	1/12/2023	10,000	790,817,151	1,193,785
3,492	Mount Airy (CDC Contract)	Surry	1/10/2023	10,000	2,476,471,772	3,042,868
3,493	Mount Airy (CDC Contract)	Surry	1/5/2023	10,000	1,315,592,266	1,219,452
3,494	Mount Airy (CDC Contract)	Surry	1/3/2023	10,000	1,092,469,728	1,950,006
3,495	Mount Airy (CDC Contract)	Surry	12/29/2022	10,000	1,544,189,816	2,533,746
3,496	Mount Airy (CDC Contract)	Surry	12/22/2022	10,000	878,500,164	1,506,986
3,497	Mount Airy (CDC Contract)	Surry	12/20/2022	10,000	1,193,345,608	1,887,722
3,498	Mount Airy (CDC Contract)	Surry	12/15/2022	10,000	1,017,899,914	1,712,749
3,499	Mount Airy (CDC Contract)	Surry	12/14/2022	10,000	1,205,869,448	2,212,208
3,500	Mount Airy (CDC Contract)	Surry	12/8/2022	10,000	854,767,742	1,546,620
3,501	Mount Airy (CDC Contract)	Surry	12/6/2022	10,000	472,429,091	891,450
3,502	Mount Airy (CDC Contract)	Surry	12/1/2022	10,000	482,673,892	625,046
3,503	Mount Airy (CDC Contract)	Surry	11/29/2022	10,000	253,237,569	514,604
3,504	Mount Airy (CDC Contract)	Surry	11/22/2022	10,000	235,928,002	475,769
3,505	Mount Airy (CDC Contract)	Surry	11/17/2022	10,000	236,375,721	346,911
3,506	Mount Airy (CDC Contract)	Surry	11/15/2022	10,000	144,696,242	267,306
3,507	Mount Airy (CDC Contract)	Surry	11/10/2022	10,000	228,284,958	427,707
3,508	Mount Airy (CDC Contract)	Surry	11/8/2022	10,000	170,784,145	291,074
3,509	Mount Airy (CDC Contract)	Surry	11/3/2022	10,000	392,587,073	803,960
3,510	Mount Airy (CDC Contract)	Surry	11/1/2022	10,000	463,541,080	880,971
3,511	Mount Airy (CDC Contract)	Surry	10/25/2022	10,000	719,451,413	1,387,296
3,512	Mount Airy (CDC Contract)	Surry	10/20/2022	10,000	535,008,189	1,009,533
3,513	Mount Airy (CDC Contract)	Surry	10/18/2022	10,000	208,945,775	397,107
3,514	Mount Airy (CDC Contract)	Surry	10/13/2022	10,000	223,383,674	359,829
3,515	Mount Airy (CDC Contract)	Surry	10/11/2022	10,000	96,549,303	188,931
3,516	Mount Airy (CDC Contract)	Surry	10/6/2022	10,000	170,427,712	420,770
3,517	Mount Airy (CDC Contract)	Surry	10/4/2022	10,000	133,248,273	246,158
3,518	Mount Airy (CDC Contract)	Surry	9/29/2022	10,000	177,826,925	345,419
3,519	Mount Airy (CDC Contract)	Surry	9/27/2022	10,000	367,432,476	713,718
3,520	Mount Airy (CDC Contract)	Surry	9/15/2022	10,000	753,942,568	1,260,577
3,521	Mount Airy (CDC Contract)	Surry	9/13/2022	10,000	839,476,325	1,368,931
3,522	Mount Airy (CDC Contract)	Surry	9/8/2022	10,000	483,161,563	868,287
3,523	Mount Airy (CDC Contract)	Surry	9/6/2022	10,000	1,333,742,114	2,036,639
3,524	Mount Airy (CDC Contract)	Surry	9/1/2022	10,000	855,211,119	1,568,914
3,525	Mount Airy (CDC Contract)	Surry	8/30/2022	10,000	823,473,389	1,576,372
3,526	Mount Airy (CDC Contract)	Surry	8/25/2022	10,000	817,448,647	1,262,852
3,527	Mount Airy (CDC Contract)	Surry	8/23/2022	10,000	906,755,008	1,234,743
3,528	Mount Airy (CDC Contract)	Surry	8/18/2022	10,000	736,059,529	1,369,345
3,529	Mount Airy (CDC Contract)	Surry	8/16/2022	10,000	2,359,787,109	2,982,736
3,530	Mount Airy (CDC Contract)	Surry	8/11/2022	10,000	1,583,043,733	2,680,751
3,531	Mount Airy (CDC Contract)	Surry	8/9/2022	10,000	848,472,826	1,252,198
3,532	Mount Airy (CDC Contract)	Surry	8/4/2022	10,000	1,812,895,377	3,031,125
3,533	Mount Airy (CDC Contract)	Surry	8/2/2022	10,000	859,399,795	1,375,940
3,534	Mount Airy (CDC Contract)	Surry	7/28/2022	10,000	2,239,815,481	2,040,340
3,535	Mount Airy (CDC Contract)	Surry	7/26/2022	10,000	1,111,452,900	1,779,489
3,536	Mount Airy (CDC Contract)	Surry	7/21/2022	10,000	1,381,694,865	1,705,637
3,537	Mount Airy (CDC Contract)	Surry	7/19/2022	10,000	1,200,340,995	1,771,495
3,538	Mount Airy (CDC Contract)	Surry	7/14/2022	10,000	1,950,401,565	2,465,278
3,539	Mount Airy (CDC Contract)	Surry	7/12/2022	10,000	1,504,230,686	1,360,880
3,540	Mount Airy (CDC Contract)	Surry	7/7/2022	10,000	1,015,707,297	1,016,372
3,541	Mount Airy (CDC Contract)	Surry	7/5/2022	10,000	966,895,665	2,280,604
3,542	Mount Airy (CDC Contract)	Surry	6/30/2022	10,000	971,218,017	2,004,449
3,543	Mount Airy (CDC Contract)	Surry	6/28/2022	10,000	370,708,906	675,388
3,544	Mount Airy (CDC Contract)	Surry	6/23/2022	10,000	509,624,476	997,252
3,545	Mount Airy (CDC Contract)	Surry	6/21/2022	10,000	301,326,349	621,893
3,546	Mount Airy (CDC Contract)	Surry	6/16/2022	10,000	783,359,942	1,352,565
3,547	Mount Airy (CDC Contract)	Surry	6/14/2022	10,000	615,439,968	1,169,659
3,548	Mount Airy (CDC Contract)	Surry	6/9/2022	10,000	637,829,755	1,138,495
3,549	Mount Airy (CDC Contract)	Surry	6/7/2022	10,000	1,633,571,430	3,104,642
3,550	Mount Airy (CDC Contract)	Surry	6/2/2022	10,000	638,653,427	1,088,483
3,551	Mount Airy (CDC Contract)	Surry	5/31/2022	10,000	477,160,736	875,368
3,552	Mount Airy (CDC Contract)	Surry	5/26/2022	10,000	270,352,896	454,904
3,553	Mount Airy (CDC Contract)	Surry	5/24/2022	10,000	355,196,398	409,752
3,554	MSD of Buncombe County	Buncombe,Henderson	5/17/2023	173,000	5,634,436	12,525
3,555	MSD of Buncombe County	Buncombe,Henderson	5/10/2023	173,000	6,380,999	14,047
3,556	MSD of Buncombe County	Buncombe,Henderson	5/6/2023	173,000	20,105,978	46,549
3,557	MSD of Buncombe County	Buncombe,Henderson	5/3/2023	173,000	5,907,749	12,748
3,558	MSD of Buncombe County	Buncombe,Henderson	4/29/2023	173,000	23,791,409	47,377
3,559	MSD of Buncombe County	Buncombe,Henderson	4/26/2023	173,000	14,843,834	34,349
3,560	MSD of Buncombe County	Buncombe,Henderson	4/22/2023	173,000	25,333,596	57,175
3,561	MSD of Buncombe County	Buncombe,Henderson	4/19/2023	173,000	25,176,312	55,719
3,562	MSD of Buncombe County	Buncombe,Henderson	4/15/2023	173,000	27,569,413	60,459
3,563	MSD of Buncombe County	Buncombe,Henderson	4/12/2023	173,000	9,362,954	17,206
3,564	MSD of Buncombe County	Buncombe,Henderson	4/5/2023	173,000	22,696,936	53,885
3,565	MSD of Buncombe County	Buncombe,Henderson	4/1/2023	173,000	11,547,085	27,386
3,566	MSD of Buncombe County	Buncombe,Henderson	3/29/2023	173,000	10,544,811	23,905
3,567	MSD of Buncombe County	Buncombe,Henderson	3/25/2023	173,000	10,497,278	23,232
3,568	MSD of Buncombe County	Buncombe,Henderson	3/22/2023	173,000	5,403,986	17,033
3,569	MSD of Buncombe County	Buncombe,Henderson	3/18/2023	173,000	5,790,924	13,180
3,570	MSD of Buncombe County	Buncombe,Henderson	3/15/2023	173,000	7,339,724	15,508
3,571	MSD of Buncombe County	Buncombe,Henderson	3/11/2023	173,000	4,826,078	10,645
3,572	MSD of Buncombe County	Buncombe,Henderson	3/8/2023	173,000	4,263,476	8,825
3,573	MSD of Buncombe County	Buncombe,Henderson	3/4/2023	173,000	6,721,989	11,958
3,574	MSD of Buncombe County	Buncombe,Henderson	3/1/2023	173,000	12,274,250	27,099
3,575	MSD of Buncombe County	Buncombe,Henderson	2/25/2023	173,000	9,957,711	20,991
3,576	MSD of Buncombe County	Buncombe,Henderson	2/22/2023	173,000	5,707,584	11,481
3,577	MSD of Buncombe County	Buncombe,Henderson	2/18/2023	173,000	15,526,280	33,112
3,578	MSD of Buncombe County	Buncombe,Henderson	2/15/2023	173,000	13,529,484	24,773
3,579	MSD of Buncombe County	Buncombe,Henderson	2/11/2023	173,000	7,030,582	15,689
3,580	MSD of Buncombe County	Buncombe,Henderson	2/8/2023	173,000	9,181,760	20,540
3,581	MSD of Buncombe County	Buncombe,Henderson	2/4/2023	173,000	14,057,841	27,444
3,582	MSD of Buncombe County	Buncombe,Henderson	1/25/2023	173,000	8,615,391	18,866
3,583	MSD of Buncombe County	Buncombe,Henderson	1/21/2023	173,000	8,877,997	19,677
3,584	MSD of Buncombe County	Buncombe,Henderson	1/18/2023	173,000	11,677,350	25,209
3,585	MSD of Buncombe County	Buncombe,Henderson	1/14/2023	173,000	12,539,743	24,294
3,586	MSD of Buncombe County	Buncombe,Henderson	1/11/2023	173,000	39,931,099	78,661
3,587	MSD of Buncombe County	Buncombe,Henderson	1/7/2023	173,000	50,755,257	89,457
3,588	MSD of Buncombe County	Buncombe,Henderson	1/4/2023	173,000	44,864,973	102,470
3,589	MSD of Buncombe County	Buncombe,Henderson	12/31/2022	173,000	57,134,680	130,624
3,590	MSD of Buncombe County	Buncombe,Henderson	12/21/2022	173,000	25,426,071	58,896
3,591	MSD of Buncombe County	Buncombe,Henderson	12/17/2022	173,000	8,079,537	11,619
3,592	MSD of Buncombe County	Buncombe,Henderson	12/14/2022	173,000	7,636,658	16,983
3,593	MSD of Buncombe County	Buncombe,Henderson	12/10/2022	173,000	11,146,807	21,271
3,594	MSD of Buncombe County	Buncombe,Henderson	12/7/2022	173,000	9,522,826	21,991
3,595	MSD of Buncombe County	Buncombe,Henderson	12/3/2022	173,000	9,593,464	25,054
3,596	MSD of Buncombe County	Buncombe,Henderson	11/30/2022	173,000	9,201,837	22,525
3,597	MSD of Buncombe County	Buncombe,Henderson	11/23/2022	173,000	5,495,048	13,344
3,598	MSD of Buncombe County	Buncombe,Henderson	11/19/2022	173,000	5,933,262	14,138
3,599	MSD of Buncombe County	Buncombe,Henderson	11/16/2022	173,000	18,612,666	41,677
3,600	MSD of Buncombe County	Buncombe,Henderson	11/12/2022	173,000	8,292,473	20,463
3,601	MSD of Buncombe County	Buncombe,Henderson	11/9/2022	173,000	6,110,520	15,260
3,602	MSD of Buncombe County	Buncombe,Henderson	11/5/2022	173,000	2,951,067	7,374
3,603	MSD of Buncombe County	Buncombe,Henderson	11/2/2022	173,000	29,726,693	72,457
3,604	MSD of Buncombe County	Buncombe,Henderson	10/29/2022	173,000	9,946,096	32,468
3,605	MSD of Buncombe County	Buncombe,Henderson	10/26/2022	173,000	26,244,569	67,082
3,606	MSD of Buncombe County	Buncombe,Henderson	10/22/2022	173,000	5,327,752	13,795
3,607	MSD of Buncombe County	Buncombe,Henderson	10/19/2022	173,000	10,906,467	25,035
3,608	MSD of Buncombe County	Buncombe,Henderson	10/15/2022	173,000	9,285,224	21,651
3,609	MSD of Buncombe County	Buncombe,Henderson	10/11/2022	173,000	8,287,852	21,399
3,610	MSD of Buncombe County	Buncombe,Henderson	10/8/2022	173,000	14,913,729	34,704
3,611	MSD of Buncombe County	Buncombe,Henderson	10/5/2022	173,000	10,223,698	26,118
3,612	MSD of Buncombe County	Buncombe,Henderson	9/30/2022	173,000	11,022,685	28,985
3,613	MSD of Buncombe County	Buncombe,Henderson	9/28/2022	173,000	9,492,029	23,848
3,614	MSD of Buncombe County	Buncombe,Henderson	9/24/2022	173,000	13,180,049	29,283
3,615	MSD of Buncombe County	Buncombe,Henderson	9/21/2022	173,000	15,417,300	39,058
3,616	MSD of Buncombe County	Buncombe,Henderson	9/17/2022	173,000	14,698,224	35,041
3,617	MSD of Buncombe County	Buncombe,Henderson	9/14/2022	173,000	15,424,618	34,437
3,618	MSD of Buncombe County	Buncombe,Henderson	9/10/2022	173,000	8,596,709	18,998
3,619	MSD of Buncombe County	Buncombe,Henderson	9/7/2022	173,000	210,765	0
3,620	MSD of Buncombe County	Buncombe,Henderson	9/3/2022	173,000	5,449,288	13,346
3,621	MSD of Buncombe County	Buncombe,Henderson	8/31/2022	173,000	7,147,728	17,321
3,622	MSD of Buncombe County	Buncombe,Henderson	8/27/2022	173,000	6,186,323	14,491
3,623	MSD of Buncombe County	Buncombe,Henderson	8/24/2022	173,000	31,931,298	68,739
3,624	MSD of Buncombe County	Buncombe,Henderson	8/20/2022	173,000	12,367,092	29,623
3,625	MSD of Buncombe County	Buncombe,Henderson	8/17/2022	173,000	15,214,055	36,673
3,626	MSD of Buncombe County	Buncombe,Henderson	8/13/2022	173,000	22,092,886	51,149
3,627	MSD of Buncombe County	Buncombe,Henderson	8/10/2022	173,000	41,181,556	98,127
3,628	MSD of Buncombe County	Buncombe,Henderson	8/6/2022	173,000	239,776,556	534,549
3,629	MSD of Buncombe County	Buncombe,Henderson	8/3/2022	173,000	7,765,311	17,161
